n,k,tracked,mem_kb,time_ms_stream,time_ms_secondpass,time_ms_total,mae_all,mre_pct_all,spearman,topn_overlap,topn_jaccard
5,10,7,1.0,1.1098180002591107,0.41966699973272625,1.529484999991837,40.95945945945946,90.54054054054053,0.494539591094353,5,1.0
10,20,19,2.04296875,0.7256030003190972,0.5319479996614973,1.2575509999805945,9.837837837837839,74.32432432432432,0.7401255283240972,10,1.0
15,30,29,3.578125,0.6285090003075311,0.47465399984503165,1.1031630001525627,5.972972972972973,60.810810810810814,0.7838836983338645,15,1.0
20,40,39,4.015625,0.5460459997266298,0.48804099969856907,1.0340869994251989,3.0945945945945947,47.2972972972973,0.86120523557158,20,1.0
25,50,49,6.90234375,0.512409000293701,0.49126799967780244,1.0036769999715034,1.1891891891891893,33.78378378378378,0.9549845210189545,25,1.0
30,60,54,7.17578125,0.4915529998470447,0.4810170003111125,0.9725700001581572,0.6081081081081081,27.027027027027028,0.9863139656271277,29,0.9354838709677419
40,80,74,5.46484375,0.48475000039616134,0.4989890003344044,0.9837390007305657,0.0,0.0,1.0000000000000002,39,0.9512195121951219
50,100,74,5.46484375,0.4883620003965916,0.5367049998312723,1.025067000227864,0.0,0.0,1.0000000000000002,49,0.9607843137254902
